,label,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,event_created_to_end,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
6502,0,11,0.0,1,4,1,0.0,133.0,136,136,5.0,65.05,32,False,False,False,False,0,0
6503,0,0,0.0,1,3,1,0.0,11.0,11,12,1.0,0.0,1,False,False,False,False,1,0
6504,0,6,3.0,1,3,1,0.0,55.0,55,55,3.0,20.0,35,False,False,False,False,1,0
6505,0,11,1.0,1,5,1,0.0,121.0,122,122,7.0,1445.05,51,False,False,False,False,1,0
6506,0,5,0.0,1,3,1,0.0,41.0,41,42,2.0,3.0,10,False,False,False,False,0,0
6507,0,8,1.0,1,1,1,0.0,18.0,18,18,2.0,36.57,71,False,False,False,False,1,0
6508,0,11,0.0,1,3,1,0.0,28.0,32,33,2.0,72.5,384,False,False,False,False,1,0
6509,0,11,1.0,1,1,0,0.0,100.0,134,135,3.0,0.0,78,False,False,False,False,0,0
6510,0,11,3.0,1,1,1,0.0,49.0,53,53,1.0,32.26,100,False,False,False,False,0,0
6511,0,6,0.0,1,3,1,13.0,34.0,34,35,5.0,20.0,41,False,False,False,False,0,0
6512,0,0,1.0,1,3,1,0.0,181.0,209,213,1.0,1098.25,12,False,False,False,False,0,0
6513,0,6,0.0,0,1,1,0.0,25.0,25,25,11.0,32.0,1,False,False,False,False,0,0
6514,0,6,1.0,0,1,1,0.0,31.0,35,35,7.0,27.36,113,False,False,False,False,1,0
6515,0,11,0.0,0,3,1,0.0,4.0,16,16,2.0,30.215,59,False,False,False,False,1,0
6516,0,5,0.0,1,3,1,0.0,13.0,13,13,3.0,20.0,5,False,False,False,False,1,0
6517,0,11,1.0,0,1,0,0.0,28.0,28,28,8.0,41.76,50,False,False,False,False,0,0
6518,0,5,1.0,1,1,0,0.0,46.0,46,46,1.0,5.0,6,False,False,False,False,0,0
6519,0,11,0.0,1,4,0,0.0,77.0,78,78,3.0,99.0,153,False,False,False,False,1,0
6521,0,11,1.0,0,3,1,0.0,88.0,88,88,1.0,36.61,32,False,False,False,False,0,0
6522,1,6,1.0,1,3,0,0.0,0.0,0,-1,8.0,1175.0,1,False,False,False,False,0,0
6523,0,12,1.0,0,3,1,11.0,33.0,33,41,7.0,35.0,694,False,False,False,False,0,0
6525,0,4,1.0,0,3,0,8.0,95.0,95,95,1.0,100.0,31,False,False,False,False,0,0
6526,0,0,0.0,1,3,1,0.0,47.0,50,50,1.0,22.51,127,False,False,False,False,0,0
6527,0,12,0.0,1,3,1,18.0,31.0,31,31,1.0,12.0,2,False,False,False,False,0,0
6528,0,0,1.0,1,3,1,9.0,87.0,87,87,1.0,22.63,375,False,False,False,False,1,0
6529,0,11,1.0,0,3,1,0.0,29.0,58,58,3.0,10.0,111,False,False,False,False,1,0
6530,0,5,1.0,1,3,0,0.0,64.0,64,64,5.0,93.06,22,False,False,False,False,0,0
6531,0,5,1.0,0,3,1,22.0,12.0,12,12,1.0,22.25,3,False,False,False,False,0,0
6532,0,5,1.0,1,3,0,0.0,78.0,78,78,1.0,63.61,1,False,False,False,False,0,0
6533,0,5,1.0,1,3,0,0.0,72.0,72,72,5.0,93.06,20,False,False,False,False,0,0
6534,0,12,0.0,1,3,1,0.0,9.0,9,9,3.0,0.91,66,False,False,False,False,1,0
6535,0,0,1.0,0,4,1,0.0,6.0,8,146,1.0,0.0,7,False,False,False,False,1,0
6536,0,8,0.0,0,4,0,0.0,8.0,8,8,1.0,25.0,7,False,False,False,False,0,0
6537,1,5,0.0,0,1,0,0.0,14.0,14,30,1.0,25.0,2,False,False,False,False,0,0
6538,0,8,1.0,1,4,1,15.0,31.0,32,32,3.0,0.0,198,False,False,False,False,1,0
6539,0,5,1.0,1,3,0,26.0,20.0,26,26,2.0,17.5,12,False,False,False,False,0,0
6540,0,6,0.0,1,3,1,13.0,16.0,54,54,1.0,10.0,43,False,False,False,False,1,0
6541,0,6,0.0,0,3,1,13.0,23.0,27,27,1.0,10.0,48,False,False,False,False,1,0
6542,0,11,1.0,1,3,1,0.0,31.0,46,46,2.0,5.0,88,False,False,False,False,1,0
6543,0,8,0.0,0,1,1,0.0,29.0,29,29,1.0,80.0,50,False,False,False,False,0,0
6544,0,8,1.0,1,3,0,11.0,30.0,30,30,2.0,74.61,12,False,False,False,False,0,0
6545,0,11,1.0,1,4,1,0.0,20.0,20,20,1.0,16.0,136,False,False,False,False,0,0
6546,0,12,0.0,1,3,0,14.0,7.0,304,304,4.0,33.5,4,False,False,False,False,0,0
6547,0,8,0.0,1,3,1,0.0,19.0,19,20,2.0,5.0,87,False,False,False,False,0,0
6548,0,5,0.0,1,1,1,0.0,54.0,54,54,1.0,10.0,49,False,False,False,False,1,0
6549,1,0,0.0,0,1,1,0.0,3.0,3,3,1.0,0.0,0,False,False,False,False,0,0
6550,0,5,0.0,1,3,1,8.0,44.0,48,49,3.0,17.81,150,False,False,False,False,0,0
6551,1,0,0.0,0,1,1,0.0,2.0,2,2,1.0,0.0,0,False,False,False,False,0,0
6552,0,11,1.0,1,3,1,0.0,119.0,119,120,4.0,243.05,21,False,False,False,False,0,0
6553,1,11,0.0,0,3,0,0.0,0.0,0,1,2.0,250.0,0,False,False,False,False,0,0
6554,1,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,0,False,False,False,False,0,0
6555,0,5,0.0,1,1,1,0.0,12.0,12,13,3.0,41.54,6,False,False,False,False,1,0
6556,0,5,0.0,1,3,1,0.0,36.0,36,37,1.0,22.76,7,False,False,False,False,1,0
6557,0,0,1.0,1,3,1,0.0,76.0,76,76,4.0,25.0,120,False,False,False,False,0,0
6558,0,11,1.0,1,3,1,0.0,78.0,78,78,2.0,34.45,52,False,False,False,False,0,0
6559,0,8,1.0,1,3,1,15.0,75.0,75,436,1.0,519.25,20,False,False,False,False,0,0
6560,0,0,0.0,1,4,1,0.0,198.0,224,226,5.0,183.28,38,False,False,False,False,1,0
6561,0,0,1.0,1,4,1,0.0,124.0,127,127,8.0,57.5,248,False,False,False,False,1,0
6562,0,0,1.0,1,3,1,23.0,141.0,146,148,2.0,535.0,38,False,False,False,False,0,0
6563,0,0,0.0,1,4,1,0.0,47.0,47,47,1.0,3.0,4,False,False,False,False,0,0
6564,1,13,0.0,1,1,1,0.0,2.0,2,2,2.0,40.995,0,False,False,False,False,0,0
6565,0,5,1.0,1,3,0,10.0,22.0,25,25,4.0,12.5,70,False,False,False,False,0,0
6566,1,8,0.0,1,1,1,0.0,2.0,2,2,1.0,85.0,0,False,False,False,False,0,0
6567,0,11,0.0,1,3,1,0.0,30.0,30,30,1.0,20.0,11,False,False,False,False,0,0
6568,0,11,1.0,0,1,1,0.0,56.0,56,57,2.0,58.1,3,False,False,False,False,0,0
6569,1,0,0.0,0,1,1,0.0,1.0,1,2,1.0,75.0,0,False,False,False,False,0,0
6570,0,5,0.0,1,3,1,21.0,127.0,127,128,3.0,8.0,51,False,False,False,False,0,0
6571,0,0,0.0,0,3,1,0.0,0.0,0,38,1.0,93.35,14,False,False,False,False,0,0
6572,0,5,1.0,1,3,1,15.0,4.0,4,4,6.0,75.0,13,False,False,False,False,0,0
6573,0,8,1.0,0,3,1,6.0,54.0,55,55,2.0,22.63,16,False,False,False,False,1,0
6574,0,6,0.0,1,3,1,39.0,18.0,18,18,3.0,20.0,2,False,False,False,False,0,0
6576,0,6,0.0,0,4,1,0.0,40.0,40,40,3.0,0.0,35,False,False,False,False,0,0
6577,0,8,0.0,0,3,1,0.0,42.0,42,42,7.0,235.26,103,False,False,False,False,1,0
6578,0,8,0.0,1,4,1,0.0,17.0,17,17,2.0,5.0,73,False,False,False,False,0,0
6579,0,12,0.0,1,3,1,18.0,32.0,32,32,1.0,8.0,23,False,False,False,False,0,0
6580,0,11,1.0,0,4,1,0.0,9.0,9,9,1.0,0.0,27,False,False,False,False,0,0
6581,0,6,0.0,1,1,1,37.0,145.0,145,145,2.0,7.01,6,False,False,False,False,0,0
6582,0,11,0.0,1,3,1,9.0,30.0,31,31,4.0,27.51,115,False,False,False,False,1,0
6583,0,6,1.0,0,3,1,0.0,25.0,25,25,4.0,85.0,7,False,False,False,False,0,0
6586,0,8,1.0,1,3,1,0.0,26.0,26,26,3.0,13.11,124,False,False,False,False,0,0
6587,0,6,0.0,1,3,1,32.0,22.0,22,22,1.0,9.36,28,False,False,False,False,1,0
6588,0,0,0.0,1,4,1,0.0,93.0,93,93,1.0,30.0,11,False,False,False,False,0,0
6589,0,6,0.0,1,3,1,0.0,39.0,39,40,6.0,46.26,164,False,False,False,False,0,0
6590,0,11,1.0,1,3,1,22.0,38.0,38,39,2.0,107.5,61,False,False,False,False,0,0
6592,0,11,1.0,0,3,1,0.0,35.0,72,73,2.0,13.68,17,False,False,False,False,0,0
6593,0,0,1.0,0,1,0,0.0,25.0,82,82,2.0,12.5,19,False,False,False,False,1,0
6594,0,4,0.0,1,1,1,0.0,8.0,8,8,1.0,5.0,5,False,False,False,False,0,0
6595,0,0,1.0,1,3,0,7.0,130.0,130,132,37.0,50.0,317,False,False,False,False,0,0
6596,0,8,1.0,1,3,1,16.0,42.0,42,42,1.0,15.0,11,False,False,False,False,0,0
6597,0,13,0.0,1,1,1,0.0,26.0,26,26,3.0,45.0,84,False,False,False,False,0,0
6598,0,4,0.0,0,1,1,0.0,4.0,11,11,4.0,7.99,20,False,False,False,False,0,0
6599,0,11,1.0,1,3,1,0.0,47.0,47,48,1.0,8.75,35,False,False,False,False,0,0
6600,0,0,0.0,1,4,0,20.0,132.0,132,160,1.0,93.51,1,False,False,False,False,1,0
6601,1,0,0.0,0,1,0,0.0,1.0,1,1,1.0,0.0,0,False,False,False,False,0,0
6602,0,6,0.0,1,1,1,0.0,18.0,18,18,3.0,40.0,13,False,False,False,False,0,0
6604,0,5,1.0,1,3,1,6.0,28.0,30,30,1.0,30.0,6,False,False,False,False,1,0
6605,0,6,0.0,1,1,0,6.0,7.0,7,8,1.0,15.0,20,False,False,False,False,0,0
6606,0,0,0.0,1,4,1,0.0,1.0,1,1,1.0,40.0,34,False,False,False,False,0,0
6607,0,12,1.0,1,1,1,0.0,55.0,55,55,2.0,30.0,5,False,False,False,False,0,0
6610,0,8,0.0,1,4,1,0.0,36.0,36,38,1.0,112.15,10,False,False,False,False,0,0
6611,0,8,0.0,1,3,1,44.0,19.0,29,29,3.0,22.51,71,False,False,False,False,0,0
6612,0,11,1.0,1,4,1,0.0,70.0,70,70,17.0,88.65,61,False,False,False,False,0,0
6613,0,11,1.0,1,3,1,0.0,66.0,84,85,3.0,36.35,48,False,False,False,False,0,0
6614,0,0,1.0,1,3,1,0.0,64.0,73,73,8.0,59.63,18,False,False,False,False,1,0
6615,1,0,0.0,0,1,1,999.0,2.0,2,2,1.0,0.0,0,False,True,False,False,0,0
6616,0,8,0.0,1,3,0,0.0,85.0,85,85,3.0,10.0,1,False,False,False,False,0,0
6617,0,6,1.0,1,3,1,34.0,35.0,40,40,2.0,18.305,306,False,False,False,False,0,0
6618,0,6,0.0,0,1,1,0.0,22.0,22,22,5.0,50.0,20,False,False,False,False,0,0
6619,1,8,0.0,1,1,1,0.0,4.0,4,4,1.0,0.0,0,False,False,False,False,0,1
6620,0,6,0.0,1,1,1,17.0,2.0,2,2,1.0,10.0,2,False,False,False,False,1,0
6621,0,8,1.0,1,3,1,12.0,66.0,66,67,5.0,100.0,30,False,False,False,False,0,0
6622,0,8,1.0,1,3,1,24.0,12.0,12,12,7.0,9.18,14,False,False,False,False,0,0
6623,0,5,0.0,0,1,1,0.0,0.0,0,24,1.0,10.0,2,False,False,False,False,1,0
6624,0,8,0.0,1,4,1,0.0,34.0,34,34,3.0,8.46,41,False,False,False,False,1,0
6625,1,0,0.0,1,3,0,0.0,1.0,1,1,3.0,400.0,0,False,False,False,False,0,1
6626,0,0,0.0,1,1,1,0.0,17.0,17,17,1.0,10.0,13,False,False,False,False,0,0
6627,0,8,0.0,1,1,1,0.0,82.0,82,124,1.0,15.0,16,False,False,False,False,0,0
6628,0,5,3.0,1,1,0,0.0,10.0,10,11,1.0,10.0,3,False,False,False,False,0,0
6629,0,6,1.0,0,3,1,0.0,31.0,31,32,1.0,20.0,98,False,False,False,False,1,0
6630,0,5,0.0,1,1,1,0.0,33.0,33,34,1.0,3.11,2,False,False,False,False,0,0
6631,0,8,1.0,1,3,1,7.0,64.0,64,65,5.0,1299.55,5,False,False,False,False,0,0
6632,0,5,0.0,0,4,0,0.0,56.0,56,56,1.0,88.65,11,False,False,False,False,0,0
6633,0,8,1.0,1,1,1,0.0,81.0,81,81,2.0,105.0,1,False,False,False,False,0,0
6634,0,10,0.0,1,4,1,14.0,51.0,52,52,1.0,46.56,1,False,False,False,False,0,0
6635,0,8,0.0,1,3,1,66.0,31.0,31,31,1.0,0.0,20,False,False,False,False,1,0
6636,0,0,0.0,1,4,1,9.0,25.0,25,25,1.0,46.56,15,False,False,False,False,0,0
6637,1,6,0.0,0,3,1,0.0,0.0,0,0,1.0,140.76,8,False,False,False,False,0,0
6638,0,8,1.0,0,3,1,0.0,27.0,27,27,3.0,0.0,50,False,False,False,False,1,0
6639,0,8,0.0,0,3,0,16.0,8.0,8,7,2.0,5.0,23,False,False,False,False,0,0
6640,0,8,0.0,1,1,1,0.0,14.0,14,15,3.0,3.73,24,False,False,False,False,0,0
6641,0,8,1.0,1,3,1,0.0,82.0,82,86,6.0,7.5,57,False,False,False,False,0,0
6642,1,11,0.0,1,3,0,0.0,0.0,0,1,2.0,162.5,2,False,False,False,False,0,0
6643,0,11,1.0,1,3,1,16.0,115.0,165,166,3.0,0.0,99,False,False,False,False,0,0
6644,0,8,0.0,0,4,0,0.0,3.0,3,4,1.0,3.81,23,False,False,False,False,0,0
6645,0,8,1.0,1,3,1,0.0,15.0,15,16,2.0,15.8,21,False,False,False,False,0,0
6647,0,5,1.0,1,3,1,0.0,33.0,33,33,2.0,22.5,153,False,False,False,False,0,0
6648,0,0,0.0,1,3,1,15.0,12.0,12,12,3.0,20.0,16,False,False,False,False,0,0
6649,0,8,1.0,1,3,0,12.0,34.0,34,34,2.0,30.0,19,False,False,False,False,0,0
6650,0,6,0.0,1,3,1,11.0,50.0,55,55,9.0,10.0,173,False,False,False,False,1,0
6651,1,6,0.0,0,3,1,0.0,0.0,0,1,1.0,188.01,1,False,False,False,False,0,0
6652,0,6,0.0,1,3,1,0.0,51.0,51,51,1.0,15.0,19,False,False,False,False,1,0
6653,0,12,0.0,1,3,1,18.0,59.0,59,59,1.0,15.0,40,False,False,False,False,0,0
6654,0,12,0.0,1,3,1,18.0,60.0,60,60,1.0,15.0,66,False,False,False,False,0,0
6655,0,5,0.0,1,4,0,24.0,23.0,23,23,2.0,27.355,5,False,False,False,False,0,0
6656,1,0,0.0,0,1,1,0.0,999.0,40,40,999.0,999.0,0,False,False,True,True,0,1
6657,0,12,0.0,1,4,1,0.0,36.0,36,36,1.0,0.0,43,False,False,False,False,0,0
6658,0,11,0.0,1,1,0,0.0,5.0,6,6,1.0,8.41,6,False,False,False,False,0,0
6659,0,12,0.0,1,4,1,0.0,55.0,55,55,1.0,20.0,14,False,False,False,False,0,0
6660,0,12,0.0,1,1,1,0.0,36.0,36,36,3.0,14.99,63,False,False,False,False,0,0
6661,0,11,0.0,1,4,0,12.0,2.0,2,2,1.0,10.0,1,False,False,False,False,1,0
6662,0,10,1.0,0,3,0,0.0,24.0,24,24,2.0,0.0,23,False,False,False,False,1,0
6663,0,6,3.0,1,3,0,13.0,45.0,45,45,3.0,11.0,6,False,False,False,False,0,0
6664,1,5,0.0,1,3,1,0.0,19.0,19,23,1.0,6.0,1,False,False,False,False,0,0
6665,0,5,0.0,1,4,1,43.0,999.0,40,40,1.0,75.0,2,False,False,False,False,0,0
6666,0,4,0.0,1,3,1,24.0,30.0,30,30,1.0,10.0,45,False,False,False,False,1,0
6667,0,12,0.0,1,1,1,0.0,39.0,39,39,6.0,15.0,68,False,False,False,False,0,0
6668,0,8,0.0,0,4,1,0.0,18.0,18,19,1.0,49.0,15,False,False,False,False,0,0
6669,0,8,0.0,1,1,1,0.0,56.0,61,63,1.0,282.51,183,False,False,False,False,1,0
6670,0,11,0.0,1,3,1,0.0,80.0,108,108,4.0,104.76,158,False,False,False,False,0,0
6671,0,6,1.0,1,3,1,0.0,26.0,33,33,1.0,4.68,189,False,False,False,False,1,0
6672,1,5,0.0,1,1,1,0.0,1.0,1,1,1.0,200.0,0,False,False,False,False,0,0
6673,1,5,0.0,1,1,1,0.0,0.0,0,1,1.0,200.0,0,False,False,False,False,0,0
6674,0,5,0.0,1,3,1,11.0,90.0,91,91,3.0,12.5,216,False,False,False,False,0,0
6675,1,6,0.0,1,1,1,0.0,1.0,1,39,1.0,20.0,0,False,False,False,False,0,1
6676,0,0,0.0,1,3,0,0.0,84.0,84,84,1.0,15.0,8,False,False,False,False,0,0
6677,0,0,0.0,1,3,0,0.0,82.0,82,82,1.0,18.0,8,False,False,False,False,0,0
6678,0,5,1.0,1,3,1,9.0,330.0,330,330,2.0,4.375,9,False,False,False,False,0,0
6679,0,5,0.0,1,3,1,0.0,23.0,70,70,1.0,17.91,16,False,False,False,False,0,0
6680,0,0,1.0,1,4,1,10.0,145.0,145,145,1.0,22.63,10,False,False,False,False,0,0
6681,0,0,1.0,1,4,1,10.0,110.0,110,110,1.0,22.63,16,False,False,False,False,0,0
6682,0,8,0.0,1,1,1,0.0,20.0,20,20,2.0,5.0,13,False,False,False,False,0,0
6683,0,11,0.0,0,1,1,0.0,24.0,28,28,1.0,20.0,150,False,False,False,False,1,0
6684,0,8,1.0,1,3,1,0.0,140.0,140,141,1.0,121.55,10,False,False,False,False,0,0
6685,0,5,0.0,1,1,1,15.0,92.0,93,95,5.0,85.0,306,False,False,False,False,0,0
6686,0,12,1.0,1,3,1,0.0,149.0,149,149,2.0,29.155,57,False,False,False,False,1,0
6687,0,4,1.0,1,3,1,0.0,1.0,1,1,3.0,25.0,3,False,False,False,False,1,0
6688,0,8,0.0,1,3,1,9.0,40.0,40,40,3.0,0.0,5,False,False,False,False,0,0
6689,1,0,0.0,0,1,1,0.0,999.0,40,40,999.0,999.0,0,False,False,True,True,0,1
6690,0,0,0.0,0,3,1,0.0,80.0,80,81,2.0,57.855,1,False,False,False,False,0,0
6691,1,8,1.0,0,1,1,0.0,173.0,173,173,61.0,2.67,6,False,False,False,False,0,1
6692,0,8,1.0,0,3,1,12.0,26.0,26,26,2.0,32.085,12,False,False,False,False,1,0
6693,1,0,0.0,1,1,1,76.0,999.0,40,40,999.0,999.0,0,False,False,True,True,0,1
6694,1,13,0.0,1,1,1,0.0,4.0,4,5,1.0,40.0,0,False,False,False,False,0,0
6695,0,8,0.0,1,3,1,0.0,79.0,79,79,3.0,17.91,88,False,False,False,False,1,0
6696,0,0,0.0,1,3,1,0.0,29.0,29,30,1.0,20.0,52,False,False,False,False,0,0
6697,0,5,0.0,1,4,1,49.0,84.0,84,85,1.0,25.0,5,False,False,False,False,0,0
6699,0,8,1.0,0,4,0,0.0,24.0,24,24,4.0,13.44,60,False,False,False,False,0,0
6700,0,12,3.0,1,3,1,32.0,75.0,75,75,2.0,8.5,14,False,False,False,False,1,0
6701,0,8,0.0,0,3,1,8.0,294.0,294,294,6.0,41.31,61,False,False,False,False,0,0
6702,0,8,0.0,0,4,0,0.0,4.0,4,4,1.0,10.0,7,False,False,False,False,0,0
6703,0,6,0.0,1,3,1,0.0,9.0,12,12,3.0,40.0,200,False,False,False,False,0,0
6704,0,5,0.0,1,3,1,0.0,31.0,31,31,1.0,88.78,54,False,False,False,False,0,0
6705,0,5,1.0,1,3,0,0.0,83.0,83,83,4.0,28.935,45,False,False,False,False,0,0
6706,0,0,0.0,1,4,1,0.0,28.0,28,28,1.0,51.0,100,False,False,False,False,0,0
6707,0,11,1.0,1,1,1,0.0,73.0,73,73,1.0,69.88,114,False,False,False,False,0,0
6709,0,6,1.0,0,3,1,15.0,36.0,36,36,2.0,20.0,2,False,False,False,False,0,0
6710,0,6,0.0,1,3,1,20.0,20.0,20,20,1.0,80.0,8,False,False,False,False,0,0
6711,0,6,0.0,1,3,1,0.0,29.0,29,29,6.0,19.33,28,False,False,False,False,0,0
6712,0,11,1.0,1,3,1,0.0,36.0,47,47,2.0,40.0,34,False,False,False,False,0,0
6713,0,5,0.0,1,3,1,37.0,239.0,239,239,6.0,32.5,2,False,False,False,False,1,0
6714,1,0,0.0,1,1,1,0.0,3.0,3,4,1.0,60.45,0,False,False,False,False,0,1
6715,0,11,0.0,1,4,1,0.0,114.0,148,149,1.0,5.0,6,False,False,False,False,0,0
6716,0,8,0.0,1,3,1,21.0,34.0,38,39,1.0,35.0,10,False,False,False,False,0,0
6718,0,6,0.0,1,1,0,20.0,69.0,69,70,2.0,320.0,7,False,False,False,False,0,0
6719,0,12,1.0,1,1,1,21.0,62.0,81,81,4.0,25.0,75,False,False,False,False,0,0
6721,0,5,1.0,0,4,1,14.0,37.0,37,37,4.0,12.5,114,False,False,False,False,1,0
6722,0,6,0.0,1,3,0,0.0,8.0,8,8,6.0,510.0,62,False,False,False,False,0,0
6723,1,4,0.0,1,3,1,0.0,22.0,22,23,4.0,22.5,0,False,False,False,False,0,0
6724,0,8,1.0,1,3,1,12.0,8.0,8,8,2.0,60.0,1,False,False,False,False,0,0
6725,0,0,0.0,1,4,1,16.0,17.0,17,17,1.0,70.26,7,False,False,False,False,1,0
6726,1,0,0.0,1,1,0,0.0,4.0,4,4,1.0,85.0,0,False,False,False,False,0,0
6727,0,11,1.0,1,3,1,20.0,168.0,168,170,15.0,33.55,339,False,False,False,False,0,0
6728,0,11,0.0,1,3,1,20.0,88.0,88,88,3.0,10.0,6,False,False,False,False,0,0
6729,0,6,3.0,1,1,1,0.0,136.0,136,136,3.0,20.0,6,False,False,False,False,0,0
6730,0,5,0.0,0,4,1,0.0,37.0,37,37,1.0,20.0,16,False,False,False,False,1,0
6731,0,13,0.0,1,3,1,0.0,53.0,53,54,1.0,35.08,15,False,False,False,False,0,0
6732,0,8,0.0,1,3,1,46.0,36.0,36,37,1.0,27.5,134,False,False,False,False,0,0
6733,0,13,0.0,1,3,1,0.0,46.0,46,47,1.0,35.08,12,False,False,False,False,0,0
6734,0,11,1.0,1,3,1,0.0,53.0,53,54,5.0,0.0,1157,False,False,False,False,0,0
6735,1,5,0.0,1,1,1,23.0,18.0,18,19,3.0,40.0,1,False,False,False,False,0,0
6736,0,11,0.0,1,3,1,26.0,52.0,52,53,1.0,20.0,3,False,False,False,False,0,0
6737,0,5,0.0,1,3,1,21.0,13.0,13,14,2.0,2.025,80,False,False,False,False,0,0
6738,0,12,1.0,1,3,1,0.0,58.0,58,59,9.0,23.0,478,False,False,False,False,0,0
6739,0,0,1.0,1,3,1,0.0,90.0,90,90,6.0,0.0,5,False,False,False,False,0,0
6741,0,5,0.0,1,3,0,14.0,15.0,15,16,1.0,16.27,7,False,False,False,False,0,0
6742,0,4,0.0,1,5,1,0.0,69.0,69,69,3.0,79.95,39,False,False,False,False,0,0
6743,0,0,0.0,1,1,1,0.0,126.0,128,128,12.0,1323.8,45,False,False,False,False,1,0
6744,0,11,0.0,1,4,1,0.0,33.0,33,33,1.0,41.65,260,False,False,False,False,0,0
6745,0,0,1.0,1,4,1,0.0,27.0,40,40,3.0,38.0,36,False,False,False,False,0,0
6746,0,8,1.0,1,4,1,0.0,17.0,17,17,3.0,38.0,19,False,False,False,False,0,0
6747,1,0,0.0,1,1,1,0.0,4.0,4,5,1.0,25.0,0,False,False,False,False,0,0
6748,0,6,0.0,1,3,1,19.0,32.0,32,33,1.0,27.21,40,False,False,False,False,0,0
6749,0,8,0.0,1,3,1,8.0,29.0,29,29,1.0,0.0,2,False,False,False,False,0,0
6750,0,8,0.0,1,3,1,17.0,42.0,42,42,1.0,17.5,11,False,False,False,False,0,0
6752,0,11,0.0,1,1,1,0.0,16.0,16,16,3.0,150.0,21,False,False,False,False,0,0
6753,0,0,1.0,1,3,1,0.0,30.0,30,31,2.0,18.475,56,False,False,False,False,0,0
6754,0,4,0.0,1,4,1,14.0,22.0,22,22,1.0,20.0,69,False,False,False,False,0,0
6755,0,6,1.0,1,3,1,0.0,55.0,55,56,6.0,46.01,8,False,False,False,False,0,0
6756,0,5,0.0,0,3,1,18.0,38.0,38,157,6.0,45.17,7,False,False,False,False,0,0
6757,0,5,0.0,1,3,1,0.0,74.0,74,74,2.0,91.0,3,False,False,False,False,0,0
6758,0,10,1.0,1,4,1,0.0,87.0,103,103,1.0,100.0,50,False,False,False,False,0,0
6759,0,8,0.0,1,4,1,0.0,93.0,93,93,4.0,350.545,11,False,False,False,False,0,0
6760,0,5,1.0,1,3,1,8.0,23.0,24,24,1.0,4.89,27,False,False,False,False,0,0
6761,0,11,0.0,1,3,1,43.0,22.0,22,22,1.0,36.81,15,False,False,False,False,0,0
6762,1,5,0.0,0,1,1,0.0,13.0,13,18,1.0,3831.25,0,False,False,False,False,0,0
6763,1,11,0.0,1,1,0,0.0,3.0,3,3,3.0,285.0,0,False,False,False,False,0,0
6765,0,5,1.0,1,4,1,0.0,21.0,21,21,1.0,22.85,1,False,False,False,False,0,0
6766,0,5,1.0,1,1,1,12.0,55.0,55,55,3.0,25.0,13,False,False,False,False,0,0
6767,0,0,0.0,1,4,1,23.0,48.0,48,48,1.0,8.65,1,False,False,False,False,0,0
6768,0,5,1.0,1,3,1,16.0,132.0,132,132,3.0,13.18,13,False,False,False,False,0,0
6770,1,0,0.0,0,1,1,0.0,0.0,0,0,1.0,1250.0,1,False,False,False,False,0,0
6771,0,5,0.0,1,1,1,0.0,7.0,7,7,3.0,116.51,42,False,False,False,False,0,0
6772,0,11,0.0,1,3,1,19.0,43.0,50,50,1.0,8.75,3,False,False,False,False,0,0
6773,0,11,0.0,1,1,1,0.0,187.0,188,191,19.0,572.5,31,False,False,False,False,0,0
6774,0,8,0.0,1,3,1,13.0,23.0,23,23,1.0,25.0,1,False,False,False,False,0,0
6775,0,11,1.0,1,3,1,14.0,54.0,54,54,4.0,288.525,1,False,False,False,False,0,0
6776,0,0,0.0,1,1,1,0.0,0.0,4,8,1.0,140.76,1,False,False,False,False,0,0
6777,1,0,0.0,1,1,1,0.0,5.0,5,6,1.0,75.0,0,False,False,False,False,0,1
6779,0,8,1.0,1,3,1,21.0,97.0,97,97,2.0,34.36,44,False,False,False,False,0,0
6780,0,8,1.0,1,3,1,0.0,37.0,37,37,3.0,20.0,5,False,False,False,False,0,0
6781,0,8,1.0,1,3,1,19.0,65.0,65,65,1.0,69.0,4,False,False,False,False,0,0
6783,0,8,0.0,1,3,0,0.0,5.0,5,5,1.0,8.75,1,False,False,False,False,0,0
6784,1,5,0.0,1,3,1,0.0,7.0,7,7,2.0,5.0,0,False,False,False,False,0,0
6785,1,6,0.0,1,1,1,14.0,13.0,13,14,4.0,117.135,0,False,False,False,False,0,0
6786,0,6,0.0,0,1,1,53.0,31.0,31,32,1.0,73.51,2,False,False,False,False,0,0
6787,0,6,0.0,0,1,1,53.0,81.0,81,82,1.0,92.31,2,False,False,False,False,0,0
6788,1,5,0.0,0,4,1,0.0,17.0,17,18,3.0,10.0,0,False,False,False,False,0,0
6789,0,8,1.0,1,3,1,17.0,35.0,48,48,1.0,60.11,26,False,False,False,False,0,0
6790,0,5,1.0,1,3,1,13.0,18.0,24,25,1.0,10.0,46,False,False,False,False,0,0
6791,0,13,0.0,1,4,1,0.0,114.0,115,115,1.0,25.0,1,False,False,False,False,0,0
6793,0,11,0.0,1,3,1,12.0,27.0,27,28,1.0,2.17,1,False,False,False,False,0,0
